,Age,NHLid,Position,GP,G,A,PTS,+/-,TOI/GP,IPP%,PTS/GP,Seasons
591,28,8473449,RW,65,19,26,45,-7,18.97,63.4,0.6923076923076923,10
592,24,8476467,D,41,5,2,7,-4,16.22,30.4,0.17073170731707318,5
593,30,8476162,D,11,0,1,1,2,13.7,16.7,0.09090909090909091,1
594,22,8477467,D,13,0,3,3,-1,13.48,33.3,0.23076923076923078,2
595,25,8475200,D,82,6,27,33,30,19.53,38.8,0.4024390243902439,5
596,36,8468498,D,79,0,14,14,32,17.78,23.0,0.17721518987341772,14
597,30,8471698,C,68,33,23,56,28,17.85,58.9,0.8235294117647058,9
598,34,8468505,C,53,3,4,7,-8,10.77,77.8,0.1320754716981132,1
599,23,8476443,D,66,3,9,12,2,17.97,30.0,0.18181818181818182,4
600,31,8471214,LW/RW,82,33,36,69,6,18.37,65.1,0.8414634146341463,12
601,25,8475175,LW,32,8,5,13,9,12.17,68.4,0.40625,7
602,28,8474157,LW,81,35,32,67,15,19.18,73.6,0.8271604938271605,9
603,24,8476419,C,82,12,21,33,13,16.12,71.7,0.4024390243902439,5
604,25,8476336,RW,14,2,2,4,2,8.92,100.0,0.2857142857142857,3
605,25,8476292,LW,75,17,35,52,8,19.12,62.7,0.6933333333333334,5
606,25,8475151,C,80,26,27,53,2,17.35,70.7,0.6625,7
607,25,8478550,C,82,31,43,74,18,19.47,71.2,0.9024390243902439,2
608,25,8475209,RW/LW,82,22,22,44,14,14.75,65.7,0.5365853658536586,5
609,23,8476975,C,58,4,6,10,-6,11.52,71.4,0.1724137931034483,4
610,23,8476892,D,81,4,31,35,7,21.2,46.1,0.43209876543209874,2
611,32,8471385,D,4,0,0,0,-1,11.0,0.0,0.0,1
612,33,8469707,RW,67,13,15,28,-18,14.55,70.0,0.417910447761194,1
613,32,8470610,LW,69,19,23,42,-3,17.43,64.6,0.6086956521739131,12
614,20,8477956,RW/LW,75,34,36,70,11,17.87,71.4,0.9333333333333333,3
615,26,8474688,D,36,1,8,9,-1,15.42,42.9,0.25,4
616,21,8477426,C,1,0,0,0,-2,16.48,0.0,0.0,2
617,32,8470794,C,81,29,39,68,11,19.13,71.6,0.8395061728395061,11
618,24,8476871,LW,80,24,20,44,5,16.32,61.1,0.55,4
619,23,8476285,C,10,1,1,2,-3,11.45,100.0,0.2,1
620,22,8476917,D,44,3,7,10,-5,16.83,37.0,0.22727272727272727,2
621,20,8477943,LW,57,14,7,21,-4,14.83,63.6,0.3684210526315789,1
622,28,8473618,C,65,13,32,45,-11,16.28,61.6,0.6923076923076923,8
623,28,8474102,LW/RW,82,18,28,46,-2,17.3,64.8,0.5609756097560976,10
624,31,8470621,RW,82,19,34,53,2,17.72,71.6,0.6463414634146342,12
625,22,8477488,D,82,2,18,20,23,21.2,24.7,0.24390243902439024,2
626,21,8477464,C,54,1,12,13,-13,10.9,56.5,0.24074074074074073,2
627,24,8475755,D,49,1,13,14,-1,18.15,40.0,0.2857142857142857,5
628,29,8473507,D,80,8,20,28,3,22.12,35.4,0.35,7
629,31,8470602,D,81,9,21,30,-6,23.03,37.5,0.37037037037037035,12
630,23,8476370,C,10,0,1,1,-5,12.5,50.0,0.1,2
631,26,8474565,D,80,14,34,48,3,25.28,45.7,0.6,9
632,25,8475204,C,60,8,10,18,-8,12.28,45.0,0.3,7
633,25,8475752,C,31,8,3,11,0,9.92,84.6,0.3548387096774194,3
634,34,8469521,C,78,10,18,28,10,16.82,58.3,0.358974358974359,13
635,20,8478010,C,68,18,22,40,4,17.13,54.8,0.5882352941176471,1
636,30,8471392,D,75,4,7,11,10,17.83,25.0,0.14666666666666667,11
637,34,8469506,RW,78,13,34,47,2,14.23,78.3,0.6025641025641025,13
638,30,8471331,C,2,0,0,0,-1,11.25,0.0,0.0,1
639,27,8474074,D,65,1,13,14,3,10.85,51.9,0.2153846153846154,7
640,22,8479249,C,2,0,0,0,-3,12.27,0.0,0.0,1
641,30,8471678,LW,67,8,6,14,-5,14.05,51.9,0.208955223880597,11
642,22,8476884,D,11,0,0,0,-4,14.88,0.0,0.0,3
643,24,8476386,C,50,5,13,18,-9,12.97,72.0,0.36,3
644,30,8475613,D,39,2,5,7,0,12.72,35.0,0.1794871794871795,8
645,26,8474774,D,29,0,6,6,-1,13.97,31.6,0.20689655172413793,6
646,19,8478500,D,82,6,24,30,-7,21.98,52.6,0.36585365853658536,1
647,23,8476477,LW,40,6,3,9,-11,9.65,81.8,0.225,1
648,18,8479344,RW,28,1,7,8,5,11.25,66.7,0.2857142857142857,1
649,24,8475800,LW,13,2,0,2,-2,9.5,33.3,0.15384615384615385,1
650,22,8477506,D,1,0,0,0,1,3.95,0.0,0.0,2
651,31,8473962,LW/RW,12,0,2,2,0,12.9,50.0,0.16666666666666666,1
652,29,8471768,C,82,9,14,23,9,15.63,62.2,0.2804878048780488,6
653,24,8475796,D,82,4,13,17,0,18.57,34.7,0.2073170731707317,5
654,20,8477961,C,12,1,3,4,1,13.7,66.7,0.3333333333333333,1
655,31,8470724,D,73,6,9,15,4,17.8,34.9,0.2054794520547945,12
656,23,8476409,C,61,5,13,18,-2,12.52,50.0,0.29508196721311475,2
657,30,8471228,RW,76,18,36,54,10,18.3,62.8,0.7105263157894737,4
658,28,8477290,C,52,8,3,11,-7,13.27,57.9,0.21153846153846154,4
659,23,8476483,C,71,33,18,51,10,17.38,73.9,0.7183098591549296,5
660,20,8478420,RW,75,20,18,38,-25,18.03,56.7,0.5066666666666667,2
661,23,8476437,C,82,16,29,45,-10,17.3,67.2,0.5487804878048781,3
662,26,8477929,C,68,4,4,8,-4,11.83,44.4,0.11764705882352941,2
663,23,8476427,RW,9,0,2,2,-2,10.73,100.0,0.2222222222222222,4
664,24,8476415,C,24,2,1,3,-3,9.6,60.0,0.125,2
665,31,8471664,LW,4,0,0,0,-2,8.92,0.0,0.0,1
666,30,8476177,RW/LW,63,10,9,19,3,13.8,67.9,0.30158730158730157,6
667,29,8471817,RW,80,7,6,13,4,8.88,50.0,0.1625,7
668,28,8474743,D,16,0,5,5,6,12.32,41.7,0.3125,5
669,23,8476422,D,17,1,0,1,1,12.38,11.1,0.058823529411764705,2
670,21,8477933,C,79,17,30,47,-11,17.22,57.3,0.5949367088607594,3
671,24,8477916,C,1,0,0,0,0,4.85,0.0,0.0,1
672,22,8479252,D,1,0,0,0,0,13.58,0.0,0.0,1
673,36,8467371,C,46,4,21,25,-5,15.97,67.6,0.5434782608695652,1
674,23,8476911,C,3,0,0,0,-2,12.7,0.0,0.0,1
675,31,8470755,C,16,5,4,9,-1,15.35,90.0,0.5625,12
676,23,8476356,C,80,16,18,34,-8,17.32,75.6,0.425,3
677,22,8476853,D,76,6,21,27,-20,22.05,39.7,0.35526315789473684,4
678,22,8477499,D,79,6,39,45,-9,26.47,45.0,0.569620253164557,4
679,23,8476439,RW,78,16,8,24,11,12.9,61.5,0.3076923076923077,3
680,21,8477941,LW,77,14,14,28,4,12.98,71.8,0.36363636363636365,2
681,25,8477210,RW,4,0,0,0,0,6.95,0.0,0.0,1
682,26,8475210,RW,3,0,1,1,1,8.92,100.0,0.3333333333333333,1
683,23,8478542,C,30,4,2,6,-7,12.93,75.0,0.2,2
684,23,8479291,C,4,0,0,0,-3,10.18,0.0,0.0,1
685,19,8478458,C,1,0,0,0,-1,8.4,0.0,0.0,1
686,27,8474849,LW,60,12,15,27,1,15.52,61.4,0.45,5
687,27,8477240,C,27,3,4,7,2,10.97,70.0,0.25925925925925924,1
688,38,8465058,D,22,1,2,3,-3,15.5,37.5,0.13636363636363635,1
689,26,8477244,D,34,2,8,10,9,17.33,32.3,0.29411764705882354,5
690,29,8471729,D,68,1,12,13,5,21.22,28.9,0.19117647058823528,10
691,23,8476418,D,19,0,0,0,2,16.07,0.0,0.0,1
692,24,8475810,RW,57,15,13,28,4,13.63,68.3,0.49122807017543857,3
693,29,8471676,RW/LW,62,13,12,25,-3,15.53,51.0,0.4032258064516129,10
694,30,8478585,C,67,11,18,29,-8,14.88,70.7,0.43283582089552236,2
695,24,8476438,LW/RW,82,24,29,53,23,17.03,75.7,0.6463414634146342,6
696,23,8476447,RW,5,0,0,0,-1,12.22,0.0,0.0,3
697,22,8477482,LW,39,4,4,8,2,10.85,61.5,0.20512820512820512,1
698,21,8477463,D,38,2,5,7,-6,16.1,41.2,0.18421052631578946,2
699,26,8475233,D,74,6,17,23,33,21.83,31.1,0.3108108108108108,6
700,26,8474579,D,82,2,11,13,-1,18.97,28.3,0.15853658536585366,9
701,26,8474618,D,71,4,9,13,-2,18.33,25.5,0.18309859154929578,7
702,27,8474098,C,80,9,15,24,-16,14.63,68.6,0.3,6
703,26,8477213,C,59,7,7,14,-6,12.27,66.7,0.23728813559322035,3
704,23,8476460,C,79,32,50,82,18,20.57,72.6,1.0379746835443038,6
705,25,8475170,C,79,25,30,55,-13,17.8,62.5,0.6962025316455697,8
706,27,8474568,D,78,1,7,8,-9,18.05,20.5,0.10256410256410256,9
707,21,8477957,RW,3,1,0,1,1,11.38,50.0,0.3333333333333333,1
708,29,8473673,D,62,2,16,18,4,16.62,42.9,0.2903225806451613,9
709,23,8476877,D,9,0,2,2,0,14.33,28.6,0.2222222222222222,1
710,20,8477951,C,61,6,22,28,10,13.27,75.7,0.45901639344262296,1
711,25,8477220,D,60,3,14,17,22,15.48,35.4,0.2833333333333333,4
712,26,8476766,LW/RW,4,0,1,1,2,7.15,50.0,0.25,1
713,26,8475147,C,37,6,7,13,5,9.78,86.7,0.35135135135135137,5
714,26,8474602,D,78,12,39,51,27,20.45,45.1,0.6538461538461539,5
715,34,8468513,D,28,0,4,4,1,15.25,26.7,0.14285714285714285,1
716,24,8475768,C,78,19,36,55,14,18.9,65.5,0.7051282051282052,6
717,31,8470607,D,79,3,36,39,5,21.88,45.9,0.4936708860759494,12
718,36,8467875,LW,82,15,29,44,-16,18.38,71.0,0.5365853658536586,16
719,36,8467876,C,82,15,35,50,-27,19.03,78.1,0.6097560975609756,16
720,23,8476310,C,62,7,6,13,10,9.72,48.1,0.20967741935483872,1
721,24,8475794,C,82,26,46,72,-15,18.47,73.5,0.8780487804878049,7
722,35,8469619,D,73,5,17,22,25,19.43,33.3,0.3013698630136986,14
723,30,8471284,D,80,8,27,35,14,21.45,46.1,0.4375,11
724,18,8479410,D,4,0,0,0,1,12.13,0.0,0.0,1
725,29,8473542,LW,13,0,2,2,0,5.53,66.7,0.15384615384615385,1
726,29,8471682,RW,45,4,8,12,-5,12.45,57.1,0.26666666666666666,1
727,22,8476923,D,80,3,28,31,-31,20.32,52.5,0.3875,3
728,24,8475958,C,38,2,7,9,-5,11.15,75.0,0.23684210526315788,1
729,35,8469544,C,48,8,10,18,-22,15.95,72.0,0.375,14
730,27,8474031,D,80,13,43,56,-7,19.93,60.9,0.7,7
731,25,8476381,C,68,12,17,29,4,15.2,55.8,0.4264705882352941,6
732,24,8476400,C,55,3,7,10,3,9.7,55.6,0.18181818181818182,2
733,25,8475772,C,80,2,11,13,-29,13.98,41.9,0.1625,6
734,24,8477839,LW,61,23,30,53,24,15.93,75.7,0.8688524590163934,2
735,22,8477445,C,7,0,1,1,-3,10.58,100.0,0.14285714285714285,1
736,22,8476913,C,82,13,20,33,-4,14.13,73.3,0.4024390243902439,2
737,25,8475213,C,14,0,2,2,-3,11.97,66.7,0.14285714285714285,1
738,24,8476406,C,70,6,11,17,-2,12.78,65.4,0.24285714285714285,3
739,23,8476464,D,3,0,0,0,-2,12.32,0.0,0.0,2
740,26,8475164,RW/LW,79,23,26,49,10,18.48,74.2,0.620253164556962,5
741,28,8474190,RW/LW,82,31,23,54,-18,18.95,60.7,0.6585365853658537,9
742,22,8478866,C,2,0,1,1,-1,13.05,100.0,0.5,2
743,23,8476416,D,3,0,0,0,0,10.88,0.0,0.0,1
744,23,8476925,C,58,8,2,10,11,11.12,41.7,0.1724137931034483,3
745,29,8471681,RW,55,5,4,9,0,8.8,69.2,0.16363636363636364,1
746,24,8475784,C,79,37,26,63,-3,17.73,77.8,0.7974683544303798,7
747,22,8476869,D,80,5,34,39,11,17.47,50.0,0.4875,2
748,22,8476958,D,82,5,29,34,23,23.43,40.5,0.4146341463414634,2
749,22,8477415,LW,41,4,6,10,5,11.12,83.3,0.24390243902439024,2
750,28,8474727,C,40,2,2,4,-7,11.47,50.0,0.1,1
751,27,8474090,D,51,3,6,9,1,19.25,25.0,0.17647058823529413,6
752,22,8480083,LW/RW,2,0,1,1,-1,11.53,50.0,0.5,1
753,27,8475225,C,78,12,17,29,7,13.82,60.4,0.3717948717948718,6
754,22,8476966,C,17,3,3,6,-1,13.58,85.7,0.35294117647058826,1
755,25,8475191,C,80,15,22,37,-13,18.35,63.8,0.4625,6
756,31,8473942,C,1,0,0,0,0,7.33,0.0,0.0,1
757,28,8474250,C,74,16,16,32,6,16.38,71.1,0.43243243243243246,9
758,24,8475758,C,53,4,5,9,-19,13.57,81.8,0.16981132075471697,6
759,29,8471743,C,1,1,0,1,0,16.68,100.0,1.0,8
760,31,8471262,C,80,6,8,14,-26,13.45,48.3,0.175,5
761,24,8475834,RW/LW,19,1,3,4,-1,10.82,80.0,0.21052631578947367,1
762,22,8477466,RW,5,0,1,1,-1,10.88,100.0,0.2,1
763,23,8478373,RW,56,5,4,9,1,10.7,50.0,0.16071428571428573,2
764,19,8478480,C,3,0,0,0,0,9.48,0.0,0.0,1
765,33,8469455,C,68,15,35,50,-18,16.17,66.7,0.7352941176470589,14
766,24,8475727,C,78,12,28,39,-8,14.07,60.0,0.5,5
767,23,8476450,D,27,1,6,7,-8,15.15,50.0,0.25925925925925924,2
768,27,8474716,D,76,10,28,38,33,24.03,38.8,0.5,7
769,32,8470595,C,82,28,37,65,17,18.6,72.2,0.7926829268292683,13
770,28,8473533,C,75,16,29,45,-1,18.67,64.3,0.6,11
771,29,8471686,D,72,3,7,10,9,19.18,18.2,0.1388888888888889,10
772,31,8471226,RW/LW,58,8,13,21,6,13.55,55.3,0.3620689655172414,11
773,33,8470162,C,81,6,17,23,3,12.68,76.7,0.2839506172839506,14
774,30,8473537,LW/RW,75,11,5,16,-9,12.2,69.6,0.21333333333333335,1
775,26,8474564,C,17,9,11,20,3,17.87,80.0,1.1764705882352942,9
776,31,8471669,C,66,18,22,40,4,19.13,58.0,0.6060606060606061,11
777,22,8479442,D,71,3,21,24,-16,19.98,38.1,0.3380281690140845,1
778,32,8470257,C,76,16,35,51,-2,19.3,69.9,0.6710526315789473,12
779,33,8470740,RW,82,16,24,40,2,15.85,60.6,0.4878048780487805,12
780,26,8474613,C,81,17,38,55,19,18.62,67.1,0.6790123456790124,7
781,22,8476905,C,4,0,0,0,0,8.88,0.0,0.0,2
782,29,8473485,RW/LW,79,13,8,21,3,10.38,80.8,0.26582278481012656,9
783,29,8476798,D,11,0,3,3,-5,16.92,37.5,0.2727272727272727,1
784,24,8475913,RW,71,22,32,54,12,18.57,63.5,0.7605633802816901,5
785,26,8474628,D,64,3,12,15,0,19.82,34.1,0.234375,6
786,31,8470886,D,14,1,2,3,0,17.55,60.0,0.21428571428571427,1
787,28,8473565,D,5,0,2,2,-1,15.93,50.0,0.4,1
788,30,8471873,D,73,5,17,22,1,22.9,32.4,0.3013698630136986,10
789,29,8476043,C,6,0,1,1,1,8.25,100.0,0.16666666666666666,1
790,39,8468309,D,68,6,21,27,-12,18.72,49.1,0.39705882352941174,11
791,19,8478440,C,7,0,1,1,-5,13.68,50.0,0.14285714285714285,1
792,23,8476458,C,69,13,17,30,-8,14.6,66.7,0.43478260869565216,4
793,32,8470614,D,42,2,2,4,4,12.45,25.0,0.09523809523809523,1
794,27,8474056,D,66,10,30,40,-8,24.4,52.6,0.6060606060606061,8
795,22,8476897,C,10,0,0,0,-4,9.17,0.0,0.0,2
796,26,8477205,D,80,3,11,14,-10,17.58,35.0,0.175,5
797,31,8470600,D,82,9,31,40,34,26.93,34.5,0.4878048780487805,12
798,27,8474091,C,81,17,17,34,-20,18.8,65.4,0.41975308641975306,9
799,20,8478431,RW/LW,2,0,0,0,0,13.15,0.0,0.0,1
800,25,8479293,C,51,2,2,4,-6,10.68,50.0,0.0784313725490196,2
801,27,8475690,D,53,2,8,10,3,20.35,29.4,0.18867924528301888,7
802,25,8475765,RW,82,39,36,75,-1,18.47,77.3,0.9146341463414634,5
803,26,8475193,C,82,25,21,46,-8,17.28,65.7,0.5609756097560976,6
804,26,8475166,C,77,28,38,66,4,20.4,68.8,0.8571428571428571,8
805,26,8476807,D,45,0,6,6,-13,13.28,28.6,0.13333333333333333,4
806,22,8476882,C,81,15,27,42,-6,16.23,68.9,0.5185185185185185,4
807,27,8474052,LW/RW,14,2,2,4,-1,9.88,80.0,0.2857142857142857,1
808,21,8477447,D,34,2,7,9,-6,17.32,32.1,0.2647058823529412,2
809,32,8470775,C,30,1,1,2,4,10.38,33.3,0.06666666666666667,10
810,28,8476200,RW,21,0,3,3,-4,7.9,75.0,0.14285714285714285,1
811,23,8476526,LW,3,0,0,0,-4,10.88,0.0,0.0,1
812,33,8469501,RW/LW,64,3,1,4,-7,6.98,40.0,0.0625,12
813,37,8466138,C,79,7,43,50,7,18.08,58.8,0.6329113924050633,19
814,39,8465978,LW,50,2,2,4,-7,7.68,66.7,0.08,1
815,22,8476919,C,80,11,12,23,0,14.63,60.5,0.2875,3
816,19,8479314,LW,76,13,35,48,14,14.67,69.6,0.631578947368421,1
817,28,8473604,C,72,21,37,58,7,20.15,70.7,0.8055555555555556,10
818,24,8475726,C,63,16,18,34,6,16.58,64.2,0.5396825396825397,5
819,21,8477566,LW,2,0,1,1,0,11.48,100.0,0.5,1
820,33,8469547,RW,50,2,1,3,-6,6.75,60.0,0.06,1
821,23,8476389,C,82,23,31,54,-13,20.82,68.4,0.6585365853658537,4
822,27,8474130,RW/LW,1,0,0,0,-1,9.47,0.0,0.0,1
823,22,8476885,D,60,8,25,33,4,24.95,47.8,0.55,4
824,22,8477997,D,66,2,7,9,-7,16.73,30.0,0.13636363636363635,1
825,20,8477949,RW,6,0,0,0,-3,10.7,0.0,0.0,1
826,27,8474068,C,78,27,28,55,-3,19.5,72.4,0.7051282051282052,9
827,24,8476391,C,3,0,0,0,-1,7.48,0.0,0.0,1
828,33,8469492,D,69,1,12,13,-25,18.93,39.4,0.18840579710144928,1
829,33,8470105,RW/LW,73,10,8,18,-1,10.98,72.0,0.2465753424657534,14
830,27,8474037,LW,82,29,33,62,-2,15.82,71.3,0.7560975609756098,8
831,25,8477845,D,58,5,11,16,17,18.42,30.2,0.27586206896551724,3
832,29,8471762,C,81,6,9,15,-5,11.57,83.3,0.18518518518518517,1
833,32,8470598,LW/RW,68,17,31,48,-5,14.4,81.4,0.7058823529411765,12
834,26,8475321,C,7,0,0,0,-3,7.95,0.0,0.0,1
835,25,8475222,D,71,3,21,24,3,21.67,32.0,0.3380281690140845,5
836,22,8478366,C,44,10,8,18,-3,13.4,69.2,0.4090909090909091,2
837,23,8480087,C,2,0,0,0,-1,8.5,0.0,0.0,1
838,34,8468535,C,72,9,19,28,-7,15.9,57.1,0.3888888888888889,13
839,24,8477326,RW,18,0,3,3,2,10.93,50.0,0.16666666666666666,1
840,30,8471346,RW/LW,69,15,22,37,-3,14.73,74.0,0.5362318840579711,10
841,23,8476918,LW,80,16,11,27,-13,13.63,60.0,0.3375,1
842,25,8475223,C,4,0,0,0,-2,11.02,0.0,0.0,1
843,20,8477937,RW,10,0,1,1,1,10.15,100.0,0.1,2
844,29,8471709,D,75,6,22,28,4,21.07,43.8,0.37333333333333335,11
845,27,8474161,RW,82,20,41,61,-24,19.07,68.5,0.7439024390243902,9
846,20,8477944,LW,21,3,3,6,2,11.12,66.7,0.2857142857142857,1
847,35,8468085,RW,81,20,35,55,-18,16.9,76.4,0.6790123456790124,15
848,25,8475780,C,43,6,1,7,2,9.35,70.0,0.16279069767441862,3
849,21,8478027,C,8,0,2,2,1,10.87,66.7,0.25,1
850,36,8468208,C,78,10,19,29,-2,15.83,65.9,0.3717948717948718,10
851,26,8474660,D,7,0,1,1,-3,15.73,20.0,0.14285714285714285,4
852,24,8475766,LW,77,5,12,17,14,12.42,56.7,0.22077922077922077,3
853,24,8475738,C,23,8,4,12,5,14.32,80.0,0.5217391304347826,2
854,31,8470642,D,78,17,25,42,20,25.07,48.8,0.5384615384615384,12
855,28,8474134,D,73,1,7,8,1,11.92,22.9,0.1095890410958904,9
856,22,8477346,D,3,0,0,0,0,17.45,0.0,0.0,1
857,28,8474668,RW,64,8,7,15,1,12.88,46.9,0.234375,7
858,22,8477505,C,80,13,46,59,9,18.38,68.6,0.7375,3
859,19,8478460,D,78,11,36,47,17,20.92,48.0,0.6025641025641025,1
860,30,8471218,RW,82,26,48,74,6,20.15,74.7,0.9024390243902439,9
861,19,8478400,C,2,0,0,0,0,13.72,0.0,0.0,13
862,28,8473466,C,65,9,7,16,-16,10.65,76.2,0.24615384615384617,1
863,26,8475227,D,76,5,12,17,7,13.97,43.6,0.2236842105263158,2
864,33,8469770,D,57,5,13,18,-6,20.23,41.9,0.3157894736842105,1
865,26,8474605,D,57,4,8,12,-18,16.68,57.1,0.21052631578947367,1
866,35,8468508,RW,80,24,24,48,14,15.48,67.6,0.6,16
867,27,8474569,C,70,12,23,35,7,14.95,57.4,0.5,8
868,24,8476293,C,78,8,18,26,0,10.95,72.2,0.3333333333333333,3
869,22,8476880,RW,82,7,12,19,9,12.93,61.3,0.23170731707317074,4
870,28,8474739,C,73,7,5,12,-11,10.5,63.2,0.1643835616438356,7
871,31,8471476,C,72,12,13,25,15,12.92,78.1,0.3472222222222222,10
872,26,8474722,D,34,0,4,4,-1,9.87,40.0,0.11764705882352941,3
873,21,8477425,LW,60,8,9,17,-21,12.85,65.4,0.2833333333333333,2
874,23,8476452,D,4,0,0,0,-2,10.9,0.0,0.0,1
875,23,8476855,RW/LW,40,3,6,9,-3,10.67,52.9,0.225,5
876,30,8471735,D,82,5,36,41,-6,22.03,51.3,0.5,11
877,19,8478401,C,70,8,16,24,-17,14.45,75.0,0.34285714285714286,2
878,21,8477507,D,56,0,10,10,-20,19.03,38.5,0.17857142857142858,4
879,25,8479458,D,82,4,32,36,-22,21.85,42.4,0.43902439024390244,1
880,31,8471233,C,80,14,31,45,-8,19.58,58.4,0.5625,11
881,24,8477816,C,1,0,0,0,-1,8.05,0.0,0.0,1
882,36,8468083,C,82,17,51,68,15,19.7,73.9,0.8292682926829268,14
883,23,8476459,C,56,14,23,37,9,17.07,58.7,0.6607142857142857,6
884,29,8476158,LW,24,2,2,4,-2,8.87,80.0,0.16666666666666666,1
885,29,8475692,C,80,15,44,59,15,18.83,68.6,0.7375,7
886,24,8475722,LW/RW,79,22,25,47,34,15.28,68.1,0.5949367088607594,6
887,21,8477458,LW,2,1,0,1,1,6.25,100.0,0.5,1
